F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
272.8,2162.76,208.43,Europe,17.23,-353.4,17.81,62.3,-16.24,29.94,-27.98,38.28,-2166.24,-832.83,-7040.31,Medium,2788.8,8,3.11,302.34,7584.1,4374.3,9452.7,22.89,3239.19,1985.1,73.88,-13341.81,1.05,-64.95,-168.54,0.86,30.3,4,580.02
277.96,1049.82,211.72,UK,-7.26,-1447.94,18.05,42.6,-8.05,32.38,-56.64,39,-3180,-987.32,-8303.4,Medium,2357.76,3,1.96,906.28,9791.54,4342.11,28800.84,14.01,1601.73,2460.93,73.6,-8851.05,4.62,143.79,-56.44,5.26,25.59,5,20.96
151.28,2097.87,174.13,USA,8.97,-1386.88,18.52,54.42,-12.82,26.48,-18.52,40.22,-1734.46,-770.65,-6412.23,Medium,3702.72,5,8.51,874.51,15557.48,3120.6,19343.7,4.26,2612.82,2252.1,72.02,-13812.03,1.38,-40.2,-181.64,3.66,28.38,5,28.46
88.84,2119.83,235.91,UK,91,-106.28,11.87,55.84,-9.65,24.98,56.24,34.4,-1718.66,-802.37,-7005.39,Very low,3639.96,4,3.15,1035.31,15371.74,3278.4,22848.75,16.13,2233.74,3264.51,70.66,-9441.21,5.27,-133.02,-210.76,8.26,19.65,3,40.24
254.12,2418.42,201.23,Rest,3.49,-1830.6,17.96,50.66,-13.45,16.68,41.72,27.94,-2483.94,-1135.1,-7529.34,Medium,3139.77,5,1.95,291.37,12117.86,2543.25,4461.36,14.13,3648.12,1014.99,76.3,4434.51,584.86,4.5,-267.1,3.42,37.59,0,636.3
-30.68,2178.75,182.03,UK,37.68,-1378.9,14.25,53.68,-10.72,26.9,-51.54,36.5,-1698.14,-462.2,-8148,Very high,1663.8,6,8.17,614.55,1874.78,4078.68,16726.53,16.98,2044.74,1207.71,80.06,-6451.71,0.5,-121.47,-185.38,7.84,33.84,3,117.65
59.14,2568.6,193.64,Europe,17.25,-782.92,15.95,53.64,-10.34,27.54,-121.14,35.7,-1586.74,-1224.19,-5903.04,Very high,4566,3,2.91,910.03,11813.7,4856.13,13562.58,18.42,1519.92,490.62,68.78,-18724.14,7.76,-120.9,-130.8,2.42,30.87,2,504.17
212.24,2817,205.33,Europe,-4.24,-295.72,12.39,38.4,-11.93,26.06,11.84,34.72,-3016.82,-748.71,-8368.44,Medium,3316.62,4,0.92,521.47,13034.84,3757.98,23356.23,16.18,1244.67,-480.75,71.42,-22373.64,0.05,-92.16,-271.26,2.7,28.44,7,212
84.12,3215.07,215.31,Europe,-6.63,-310.76,18.26,52.88,-7.99,27.02,49.32,26.12,-1420.46,-1179.62,-6324.54,Medium,1717.11,7,8.02,750.99,28530.7,2778.45,6810.93,17.21,1472.01,758.13,70.92,-18803.04,0.33,-174.48,-264.66,10.48,20.07,4,-8.93
157.7,3454.77,203.35,Europe,-24.33,-2428.68,15.5,50.28,-11.56,27.18,26,38.96,-855.86,-1285.02,-7013.58,Very low,2651.25,3,2.45,489.96,11260.82,3577.08,17178.09,18.25,3508.2,2254.05,69.54,-18358.5,0.04,54.63,-197.36,9.16,24.93,5,-8.93
243.02,2468.76,203.11,Europe,-13.02,-1044.12,15.25,67.96,-11.2,26.2,-73.4,53.42,-2377.32,-764.44,-7560.27,Low,3611.28,5,2.44,219.65,18128.54,3771.93,12833.91,16.09,2083.74,1378.89,70.9,-21802.14,0.88,8.34,-173.62,13.54,39.54,2,467.76
152.2,2801.85,190.36,UK,55.18,-1458.56,15.21,48.2,-8.96,46.16,8.72,34.28,-250.22,-1392.91,-8149.77,Very high,1848.57,1,1.27,864.2,19677.42,2015.91,28273.08,15.52,3879.87,1771.2,66.92,-23103.87,0.25,-1.44,-199.74,17.98,38.91,5,36.94
215.54,3992.73,101.18,Rest,97.83,-1037.36,17.85,68.3,-3.31,24.1,17.92,29.82,-1627.72,-1122.83,-4923.09,High,1579.5,3,8.97,617.14,14129.98,3065.94,14305.83,16.78,4417.86,1032.12,61.22,-32392.59,260.08,-47.22,-154.92,6.66,36,3,-8.93
283.42,3374.58,169.56,Europe,-38.2,-843.48,18.93,56.64,-11.14,7.7,123.02,39.84,-1824.82,-998.85,-8778.06,Very high,2554.62,5,5.54,1052.95,10602.92,2052.96,23033.04,16.83,2288.31,2856.42,75.92,-20597.97,0.06,59.85,-171.26,2.94,11.25,3,420.78
144.5,2729.49,194.71,UK,-5.45,-328.1,14.67,53.48,-9.55,31.62,32.76,30.96,-2006.44,-675.67,-8174.22,Low,3289.74,4,5.19,269.04,13803.86,5884.5,15955.71,21.81,1744.56,2465.34,67.26,-6071.94,0.15,-268.32,-214.64,4.98,15.6,2,58.14
135.12,301.92,241.02,UK,-17.31,-1238.32,16.85,54.94,-11.23,19.26,32.84,32.14,-2186.56,-1290.25,-7864.89,Medium,3443.19,2,3.65,744.72,15690.14,3159.87,24795,17.02,3925.92,848.76,83.54,-2986.11,0.01,-18.63,-239.92,6.12,38.49,5,26.93
169.16,2835.45,219.11,USA,58.2,-837.54,10.44,55.16,-6.91,24.52,65.7,26.86,-1818.86,-1051.8,-5911.47,Low,3471.45,4,4.07,740.26,17347.06,2994.24,22503.09,15.69,2088,2551.53,70.46,-9219.51,127.08,-19.11,-243.84,2.8,32.91,0,292.62
180.86,1445.46,190.68,UK,155.95,-1314.24,19.22,61.42,-10.23,28.84,11.84,31.62,-1851.36,-1182.93,-7808.88,Medium,1586.88,2,6.78,109.22,17151.9,2344.29,30138.12,19.5,2321.94,2257.05,75.84,-22795.44,0.08,70.26,-230.4,4.52,18.48,6,-8.93
231.36,2897.94,182.79,Europe,-18.59,-1442.32,27.39,57.14,-9.71,42.52,44.48,34.74,-890.18,-942.1,-7494.57,Low,3964.14,3,5.5,861.2,1465.1,4418.64,19561.02,17.54,1600.17,144.24,69.66,-7497.39,0.26,-69.39,-218.14,7.62,20.91,3,-8.93
143.36,1710.54,190.22,Rest,-19.04,14.8,24.1,49.26,-15.94,21.36,-5.88,33.94,-2138.4,-661.47,-7045.77,Very low,3127.92,2,2.59,392.19,8424.42,3237.48,37820.01,22.06,2665.5,2068.02,72.44,-6489.33,1.7,-57.21,-210.04,5.9,28.44,5,123.29
189.88,3192.57,197.72,Europe,-18.09,-872.84,21.81,64.06,-7.37,26.38,-105.68,35.72,-2270.72,-741.32,-7052.16,Very high,2525.7,5,7.73,228.98,18523.6,3803.79,15547.86,16.4,2446.5,3101.22,81.96,-12622.32,0.05,-95.22,-167.26,5.74,37.2,3,77.92
211.8,2357.4,257.69,Rest,85,-436.76,15.51,46.2,-9.61,39.02,43.46,37.24,-2025.12,-1339.48,-7516.68,High,2522.67,3,6.08,855.89,16490.2,4384.65,20806.89,14.56,2592.81,3438.42,68.84,-22945.68,0.03,-61.56,-57.06,8.94,22.95,2,107.25
176.14,903.57,104.34,UK,-143.62,39.62,16.47,56.06,-8.05,21.42,-179.56,52.72,-2519.4,-863.84,-7720.17,Very high,3778.89,4,13.51,548.21,13173.58,3574.83,15774.72,19.57,1670.34,949.5,43.28,-23288.34,1.16,-108.81,-119.68,2.74,13.92,2,-8.93
53.32,2330.49,188.61,Rest,-7.4,100.22,16.23,46.48,-8.8,38.12,-6.52,27.96,-1745.84,-1195.28,-7783.38,High,1798.65,2,3.41,810.04,-3019.96,1749.18,13323.15,23.85,2171.67,4103.46,69.06,-25215.21,3.41,-128.97,-11.88,7.46,38.31,2,166.98
239.94,2823.54,201.91,UK,-0.48,-737.42,11.32,49.56,-8.16,31.62,45.74,36.5,-1389.62,-711.35,-7259.16,Medium,2707.35,3,1.42,951.67,30357.16,4059.87,27612.66,18.3,3468.42,3912.09,71.12,-16645.29,0.4,9.27,-267.74,10.28,5.55,5,23.32
202.06,1863.66,215.78,Europe,-16.82,-889.24,14.77,43.78,-10.53,27.4,28,49.48,-1563.8,-934.54,-9230.34,Low,2463.21,5,3.03,426.13,9135.8,3443.19,22939.29,19.23,649.41,1848.78,89.76,-5018.25,0.58,-156.21,-152.26,4.4,34.53,3,372.77
146.26,3518.85,211.76,Rest,-28.39,-820.08,15.36,53.44,-4.01,24.34,105.72,34.92,-1425.08,-735.1,-7171.98,High,987.57,3,6.32,809.23,2715.94,3781.53,44994.39,15.87,2138.16,2551.83,77.38,-16729.08,0.11,-18.66,-167.06,14.56,19.86,5,-8.93
202.7,2599.74,195.67,Rest,-58.64,-170.58,21.78,58.2,-12.21,27.78,-38.08,36.18,-1581.88,104.48,-6072.3,Medium,4314.93,4,8.17,639.01,18027.38,4542.84,13756.05,19.11,2703.75,2013.45,69.78,-16326.69,0.01,107.67,-237.06,6.9,33.36,1,174.96
264.86,1538.79,169.78,Rest,39.79,-127.26,15.58,53.76,-14.02,29.72,48.84,26.86,-2093,-436.68,-6414.18,Very high,2324.28,4,4.89,1101.44,6123.92,3443.31,21599.76,18.16,2875.41,1695.21,79,-6456.42,2.76,101.43,-190.76,4.64,30.87,3,387.1
200.36,2308.53,203.31,Rest,-35.63,-498.1,15.43,59.48,-13.37,22.36,53.52,49.74,-573.7,-792.61,-10022.82,Very low,2282.16,4,2.23,970.61,18580.78,2339.85,23604.24,16.86,2890.35,1274.49,71.64,-16648.5,0.02,-62.4,-179.62,6.56,40.62,5,146.75
245.38,821.67,250.79,UK,-20.11,-497.3,11.61,63.04,-7.6,37.44,-96.98,32.5,-1247.18,-1294.25,-7922.73,Low,3317.82,0,5.96,1071.84,12574.94,2302.47,31553.88,25,3256.02,1388.43,71.94,-15664.29,69.78,35.94,-216.04,2.18,22.5,7,-8.93
237.74,2063.58,166.53,USA,-8.57,-907.04,15.82,60.58,-6.2,27.7,101.32,29.12,-1490.82,-1108.29,-9172.17,Low,2610.24,3,3.63,1114.58,13766.76,4626.87,23565.99,14.95,2747.61,715.92,69.38,-6142.71,0.06,-102.27,-184.7,10.44,15.3,10,-8.93
153.72,2745.87,250.41,UK,-16.49,485.1,14.65,58.36,-15.31,31.86,22.74,28.94,-1749.38,-770.64,-6995.67,High,2609.91,4,6.41,916.84,14944.36,2737.23,11231.94,20.21,1872.42,850.65,85.4,-743.94,0.04,-103.59,8.54,10.52,17.82,2,230.75
252.28,3211.47,186.16,UK,-39.83,-898.94,16.94,53.72,-4.15,35.86,9.58,39.22,-1379.76,-1167.55,-7036.53,Very low,908.22,3,9.99,378.22,17481.92,1350.27,25137.24,23.78,2585.91,185.61,68.14,-11371.71,0.19,-123.3,-90.76,3.48,16.98,6,-8.93
151.02,2774.88,147.09,UK,-60.19,634.4,16.55,52.34,-7.87,15.22,21.68,35.12,-172.16,-680.7,-7810.8,Medium,1401.63,4,3.23,829.32,17859.48,3805.5,30278.79,17.8,1884.24,1865.7,67.68,-15821.88,55.97,-29.37,-208.16,13.88,18.69,4,22.2
252.56,2243.04,170.06,Europe,-124.24,-422.42,13.93,60.08,-6.57,38.92,13.78,33.1,-1186.92,-307.68,-9575.04,Very high,1229.37,4,9.04,778.33,15102.24,2393.79,21436.95,16.46,1152.45,2572.65,71.64,-14721.84,0.04,-17.37,-180.24,1.44,23.7,5,-8.93
134.26,2523.63,209.88,Europe,-15.95,-1001.16,12.32,53.8,-10.87,45.92,-8.44,37.52,-1781.2,-1001.59,-7878.27,High,1312.41,5,1.74,705.96,14511.66,4233.63,34202.01,15.37,2689.98,1658.1,70.3,-29683.32,0.45,-112.02,-193.2,3.82,28.23,4,419.45
163.94,3017.85,197.56,Europe,-24.67,-467.18,2.31,53.06,-11.01,30.72,-88.5,34.98,-139.24,-466.11,-6145.38,Very low,899.31,4,2.28,859.79,11498.48,3199.26,24575.31,15.96,2141.22,1730.61,66.66,-19624.74,0.86,91.02,-96.96,5,6.84,4,99.18
244.98,1442.82,291.39,Europe,-16.03,-731.08,24.13,40.08,-13.44,20.08,-104.8,20.58,-2172.76,-1075.82,-7930.41,Very high,2925.57,4,3.12,1026.16,11275.2,4347.66,22982.49,18.09,1902.21,1123.23,77.18,-10676.43,5.15,-108.18,-143.54,3.7,31.74,3,549.93
139.62,3639.45,231.74,Europe,-17.24,-643.66,16.05,55.04,-12.52,20.7,35.64,40.28,-1391.6,-824.11,-8189.49,High,2308.68,6,8.56,595.82,21473.5,3188.55,14395.47,17.46,2664.84,2265.84,71.84,-34309.2,0.82,-260.37,-155.32,4.6,22.11,5,38.74
221,2300.31,189.77,Europe,-44.08,-742.62,15.78,49.28,-9.35,36.94,-37.5,26.52,-2055.26,-1001.61,-7423.17,Medium,1711.29,6,4.03,666.97,9215.86,3451.5,18766.77,19.97,2675.7,1724.34,70.22,-12830.1,0.02,-234.6,-108.66,14.28,35.73,5,187.81
250.86,2311.44,207.68,UK,-3.95,-79.74,19.09,24,-13.3,30.52,-67.94,35.88,671.34,-565.64,-7460.7,Medium,3605.49,5,11.77,909.34,17606.12,4608.27,24838.74,16.99,2262.96,2148.9,71.18,-14560.8,1.38,-184.83,-246.06,5.2,40.41,5,-8.93
158.7,2203.68,221.29,Rest,-43.89,-474.88,13.55,53.72,-9.31,20.08,-54.72,38.08,-1045.16,-1337.25,-7352.31,Medium,1708.44,4,4.81,581.07,16555.14,3213.99,26414.64,21.66,3216.15,497.04,69.94,-11972.34,11.1,-108.18,-140.88,5.98,25.44,2,156.15
204.28,3364.44,153.15,USA,-11.95,120.38,17.8,61.94,-12.31,23.18,-46.54,32.16,-622.2,-713.25,-6838.95,Very low,2942.79,5,2.47,1330.01,28479.06,5145.12,28134.18,22.17,2323.14,1860.96,98.2,-24739.95,5.53,-215.25,-226.46,6.4,29.13,7,15.65
177.62,4035.15,78.39,Rest,-14.84,-1242.1,23.06,53.68,-10.65,21.76,29.78,54.06,-1122.54,-870.54,-3792.81,Very high,1949.7,2,4.35,525.31,9775.6,4171.44,39612.36,16.12,2597.1,663.9,78.14,-37691.82,6.14,-154.02,-264.4,10.46,15.15,7,-8.93
224.04,3195.06,253.09,Rest,23.98,-1067.22,14.76,61.38,-11.75,20.4,18.18,31.72,-1658.28,-639.83,-7623.69,High,3816.69,5,0.84,797.52,17849.32,2200.59,13472.82,18,2948.82,2085.36,67.06,-26766.51,0,-91.77,-61.84,7.08,31.23,6,300.55
119.38,2526.09,202.8,USA,6.76,-1348.44,12.68,57.88,-9.31,32.16,-69.6,32.14,-2129.42,-724.25,-6837.75,Very high,2875.05,6,17.34,725.09,17378.92,2448.36,24477.51,15.72,3250.53,2494.95,58.66,-13257.81,0.33,-104.52,-17.68,5.86,41.43,5,-8.93
165.82,2739.72,181.16,Rest,-25.73,-1311.48,16.84,56.04,-15.04,27.86,-15.46,31.44,-975.42,-463.02,-7066.92,Low,914.4,3,5.24,675.16,8333.64,4227,32430.27,14.7,1826.16,-189.3,77.84,2101.89,0.01,-116.88,-186.3,11.96,33.09,3,196.73
200.3,3979.59,155.95,UK,-4.42,-861.56,14.81,52.52,-11.23,27.02,-17.58,56.72,-2001.88,-1468.44,-8624.91,High,1605.27,4,3.57,520.63,16404.82,3436.47,31371.93,25.05,2577.81,-419.46,64.52,-10106.61,1.9,-19.38,-153,3.72,35.85,1,199.09
251.9,2817.09,236.26,Rest,-2.32,-1053.66,16.3,52.48,-7.87,25.5,-198.78,34.08,-2004.74,-911.15,-7347.27,Low,4032.24,7,7.02,1005.96,16873.36,1949.55,17400,19.5,2954.61,1124.16,66.84,-17511.54,0.03,-157.77,-45.88,13.68,9.18,5,-8.93
132.14,2741.31,198.1,USA,1.37,-1282.84,9.98,61.22,-7.72,11.14,99.46,16.26,-1926.02,-696.71,-9379.2,Medium,3254.16,4,1.07,354.24,16877.44,2931.84,22603.29,24.59,4629.03,982.62,75.58,-12659.19,3.03,-99.12,-64.2,5.66,35.28,4,316.05
184.22,4041.63,177.56,Europe,-20.92,282.22,14.79,51.2,-9.36,21.5,-45.28,33.44,-361.54,-393.73,-7582.95,Medium,2899.14,6,4.79,239.92,15150.24,2972.67,22375.17,25.84,3291.48,1374.54,70.22,-12330.9,0.95,-179.7,-258.74,2.6,25.41,5,119.74
293.94,1636.95,180.77,Europe,-23.24,-1051.7,16.84,57.3,-10.61,18.74,-60.28,34.2,-1802.84,-292.2,-7329.96,Medium,3419.88,1,2.28,1102.69,27529.12,3851.79,22125.27,13.09,2815.35,1481.64,72.48,-22201.44,0,25.26,-269.5,5.02,18.3,8,-8.93
92.32,2413.14,139.95,UK,-11.94,-1993.9,4.4,45.16,-12.05,39.46,24.2,45.08,-993.34,-887.82,-6708.21,Very high,2106.27,4,4.94,776.13,12474.6,4212.48,35450.19,21.57,4416.39,2153.46,71.44,-19630.32,0.67,-122.4,-217.96,4.14,15.84,4,97.76
116.06,1126.71,174.48,USA,0.02,-153.78,13.98,46.82,-8.71,33.08,-11.36,21.68,-3715.78,-1426.63,-7033.08,Low,1517.43,3,1.06,907.8,23064.86,1858.05,13311,17.48,3656.52,3763.95,72.96,-11653.8,0.75,-144.12,-172.18,2.74,37.11,3,354.12
72.26,1171.77,227.47,USA,-12.84,14.8,10.08,64.42,-5.71,32.98,69.18,37.9,-2496.56,-595.58,-6897.06,Very high,4105.53,4,5.67,455.69,9320.22,2637.18,19693.92,16.63,3016.83,2487.54,70.76,-28017,141.34,-235.83,-217.62,1.56,21.03,7,-8.93
211.54,2138.82,172.3,UK,23.33,-1008.36,20.6,63.9,-9.24,26.2,36.12,30.52,-2004.86,-441.37,-8697.18,Medium,2795.25,3,3.82,823.22,15315.96,4159.08,20092.65,14.66,3406.2,150.93,63.5,-3450.27,23.49,-173.91,-273.42,12.6,30.87,5,18.99
211.28,2178.96,192.87,USA,-25.95,-502.14,16.13,50,-9.41,42.66,-62.32,39.22,-1209.24,-886.8,-9642.87,Very high,2915.61,6,0.75,1568.08,-1311.92,2835.24,25479.45,17.61,3351.39,2825.52,68.24,-17181.3,0.41,-36,-135.58,8.68,35.91,5,694.84
195.92,-185.46,362.46,Europe,-102.23,-1603.78,15.5,49.92,-6.74,36.2,-42.24,40.28,-2212.18,-731.13,-7271.82,Medium,1196.01,3,4.05,298.87,8064.96,3422.37,26132.58,26.22,2331.54,1473.12,71.46,-20319.78,0.1,-92.88,-199.72,4.08,16.65,6,-8.93
82.64,1387.5,194.38,Rest,6.04,1290.66,17.08,49.86,-8.44,15.44,-10.36,23.58,-1142.7,-1119.94,-6620.7,Very low,2843.25,4,1.21,615.87,20888.88,3381.87,29122.05,18.26,1915.08,1658.88,66.4,-16874.22,3.84,-43.05,-116.84,20.28,39.6,1,188.82
191.2,2075.58,138.24,USA,-14.1,-634.52,15.43,52.28,-11.41,29.28,7.82,48.9,-3002.36,-1241.96,-5177.79,Very high,3071.55,7,2.85,738.37,14047.02,4372.77,17610.66,15.58,1203.54,1992.93,90.06,-21287.43,0.09,51.96,-173.16,2.92,16.44,2,746.09
238.3,2005.44,163.06,USA,-22.86,-374.96,20,58.96,-12.23,42.02,-36.26,29.28,634.04,-369.4,-5994.51,Very low,2934.33,4,1.41,867.34,-1566.36,3989.64,30677.67,15.12,2459.73,2297.73,57.42,-17895.81,6.64,-105.18,-137.02,3.3,34.5,5,180.09
166.88,3892.98,219.45,Rest,-8.69,-409.56,13.25,61.42,-11.77,33.1,42.24,45.24,-1670.9,-712.81,-7668.96,Low,3088.8,4,1.64,964.65,10886.88,4739.85,26117.61,16.98,3977.58,1430.4,71.42,-12552.87,0.72,23.43,-245.56,5.06,13.44,3,266.22
251.04,2097.75,187.55,Rest,-77.1,-236.88,13.33,51.82,-13.56,21.54,-18.86,34.14,-2465.5,-540.9,-6748.8,Very high,3378.54,2,1.25,734.58,16129.04,4732.41,6154.86,13.61,2621.49,1270.8,61.7,-10195.02,0.06,59.82,-228.04,8.32,25.95,4,422.18
108.32,1564.59,217.62,USA,-82.01,730.8,15.56,57.1,-6.08,27.32,24.88,34.82,-2661.2,-1072.9,-7216.95,Medium,1680.33,5,1.01,1328.04,14495.56,4836.87,39992.67,18.7,2124.15,1525.08,70.98,-6127.35,0.03,-77.76,-228.2,4.44,34.77,3,326.82
130.62,2267.67,214.73,UK,50.09,-337.96,19.77,51.36,-7.44,37.64,3.66,22.96,-1762.66,-541.49,-6120.84,Very low,2322.48,2,2.65,375.75,-4386.86,2818.86,19352.91,16.75,4151.94,2008.53,68.88,-7084.95,5.08,-113.82,-240.9,4.92,27.15,3,-6.24
134.84,2307.72,264.05,USA,16.16,-553.66,11.87,61.96,-8.31,25.82,-23.72,23.36,-480.7,-258.94,-6948.3,Medium,1160.04,2,3.01,1066.95,13891.04,2493.42,27045.27,21.08,1939.8,2306.97,72.04,-11869.41,0.3,-50.76,-158.92,5.04,21.9,5,-8.93
158.28,3054.33,219.6,UK,26.19,-962.98,15.65,45.78,-8.78,31.44,-22.62,29.78,-3122.92,-723.79,-7458.3,Very low,2929.83,4,3.94,1132.44,16457.86,4898.58,28175.07,17.41,4776.27,1669.89,80.3,-9123.6,3.66,-203.55,-94.1,2.32,31.2,6,-8.93
165.1,4046.01,224.75,UK,88.13,373.88,14.7,58.52,-11.94,21.4,7.26,34.8,-1640.46,-724.71,-7273.89,Very high,1918.29,6,5.09,814.44,18939.12,3068.28,20480.34,15.03,3579.51,1180.44,68.36,-11053.8,0.65,-119.43,-226.46,1.9,20.46,4,188.7
75.86,1017.18,210.75,UK,-3.69,-148.06,16.18,59.5,-13.9,36.16,1.88,20.22,-3626.46,-1046.06,-7220.55,Very high,4431.66,3,5.81,461.29,13016.44,4045.83,12908.07,16.34,4451.76,2220.51,74.6,-5757.54,0.22,-103.02,-215.42,3.6,30.42,6,90.48
229.76,2600.76,180.4,Europe,20.36,-715.94,12.98,65.92,-8.71,15.08,52.56,31.74,-2153.48,-821.35,-7447.71,High,2763.72,3,4.39,759.26,13127.06,3647.97,15540.96,16.66,2335.95,2903.1,70.24,-6378.09,0,-99.42,-191.18,10.26,21.45,2,303.93
3.56,4149.75,255.04,USA,-92.83,-344.82,16.87,55.92,-13.39,25.78,33.78,29.94,-2552.2,-682.58,-8389.23,Very high,2904.51,1,0.63,222.08,16309.28,3666.12,26117.79,18.27,2997.51,1465.29,70.56,-17320.83,0.34,-169.74,-225.74,6.8,26.01,4,669.63
160.72,2039.13,230.88,Europe,-35.89,-458.38,17.54,51.14,-9.01,41.62,63.7,38.44,-1546.62,-926.43,-7052.28,High,2475.9,2,2.16,756.57,20151.76,3218.37,33882.39,20.6,4625.22,1288.68,74.28,-11268.78,16.45,-164.1,-204.86,2.68,22.44,5,26.29
300.32,2117.67,184.52,USA,7.19,-1049.62,15.8,64.8,-14.04,27.86,27.74,44.48,-2287.98,-371.77,-7980.39,High,3586.68,2,11.22,761.18,15904.26,2497.62,11438.46,14.75,1857.48,74.01,71.46,-21546.99,2.74,8.19,-228.06,8.82,32.82,7,-8.93
228.1,1424.04,187.81,Europe,-8.58,-419.72,11.36,63.46,-8.84,31.92,50.18,25.32,-1650,-1127.06,-7412.58,Very low,2644.02,2,1.9,589.68,15006.78,3791.67,20477.88,16.77,5165.04,1844.7,86.5,-13302.84,1930.74,-142.62,-128.02,7.54,34.86,4,-8.93
176.12,1381.23,174.94,Rest,14.66,-1008.04,12.86,52.76,-6.33,25.4,-12.94,28.54,1540.96,-1183.09,-6335.4,High,3235.77,5,0.56,631.62,8899.78,3173.97,19466.34,18.11,1976.76,1868.52,63.64,-3476.94,84.3,-123.33,-167.76,3.68,39.99,4,278.08
149.12,2262.18,121.42,USA,-11.79,2.52,11.61,43.84,-7.95,20.88,-45.62,50.1,-284.04,-399.67,-5570.07,Very high,2193.48,7,3.33,370.12,5799.74,4086.33,22194.18,24.54,4289.73,3122.88,55.92,-14845.29,1,-50.28,-74.64,5.24,7.89,6,450.23
133.46,3283.83,254.6,USA,14.51,-1246.26,12.11,54.42,-10.64,32.9,15.72,32.64,-934.16,-826.95,-8647.71,Very high,2760.96,5,3.2,673.32,11989.98,2575.53,8741.76,18.89,3763.53,1547.82,64.52,-21868.95,2.26,-208.5,-212.34,13.28,18.21,2,728.45
92.9,3640.47,165.53,Europe,-16.06,-528.34,15.81,69.86,-12.44,21.72,48.7,38.1,-856.88,-754.47,-8611.5,Very low,2524.05,4,4.5,465.5,10556.48,3292.29,26793.87,21.08,3415.74,598.38,77.2,2879.04,0.18,-21.9,-154.88,12.92,31.14,7,-8.93
210.2,3275.64,165.66,UK,-22.18,-590.02,15.65,51.92,-11.35,25.78,3.76,42.36,-2026.88,-910.25,-6744.45,Low,1726.95,2,2.05,1081.66,14988.68,1989.72,20166.45,16.07,2407.98,3143.79,76.8,-22348.23,359.75,123.3,-77.5,22.94,28.98,5,17.55
228.76,2567.19,188.16,Rest,-1.43,1080.26,5.87,48.4,-6.59,34.18,66.5,41.46,1636.64,-925.77,-7525.74,Medium,2161.71,3,3.96,816.07,11807.06,2491.05,21254.43,6.39,3055.05,1595.16,65.74,-3521.07,0.09,-127.68,-138.2,7.18,34.17,2,94.61
186.22,4554.75,218.06,UK,-67.36,-373.76,23.85,46.4,-9.91,32.14,91.58,36.34,-2556.1,-398.94,-5691.75,Very low,2037.03,2,10.74,644.16,15123.96,2955.24,30341.64,17.96,2803.26,1234.44,66.62,-5764.32,14.35,-192,-131.86,0.9,18.18,5,-8.93
196.5,3111.09,175.28,USA,-26.5,-1346.06,15.98,51.9,-16.26,37.62,4.14,24.18,-2070.12,-861.64,-7657.47,Medium,4188.87,2,2.06,449.35,16619.92,3723.6,28975.56,17.34,1553.46,1961.22,77.96,-7060.44,0.02,29.52,-185.56,8.42,27.33,4,654.72
152.46,2606.19,185.22,USA,-29.46,-1555.38,16.12,57.84,-8.15,31.96,-71.52,41.78,-2254.2,-785.55,-6628.47,Medium,2611.05,5,1.87,582.93,14852.74,2761.62,23088.81,21.12,2560.35,-276.33,59.84,-12157.77,0,182.49,-270.2,10.28,14.61,5,228.55
133.8,3267.84,171.8,Europe,23.67,-1396.02,24.45,45.18,-12.96,34.74,-113.88,33.78,-1503.9,-927.12,-5278.02,Very low,2414.85,5,1.69,496.49,18449.78,2744.01,26736.27,17.59,4821.48,1983.72,69.82,-21584.58,10.62,-98.1,-247,8,33.24,4,346.53
178.86,2507.4,208.84,UK,55.85,-1334.46,24.71,72.96,-13.87,23.42,-17.14,29.72,-1628.22,-276.33,-4918.35,High,1026.27,5,0.31,18.11,29249.48,2744.13,20480.19,18.82,3149.76,2152.08,70.26,-16879.29,0.29,-93.96,-158.96,8.94,18.66,5,268.83
140.06,2809.44,234.93,Rest,41.51,3.24,14.03,57.48,-15.66,23,-46.08,33.26,-1518.24,-1234.81,-8081.97,Low,1971.93,3,3.52,854.45,13579.28,2455.44,29040.69,16.31,4668.72,2167.8,70.5,12.12,80.24,-145.23,-186.32,1.38,26.61,3,301.4
131.88,1706.01,161.59,UK,-37.98,-1825.66,16.99,39.7,-11.84,29.78,61.68,36.68,-2165.68,-955.27,-7304.22,Low,1696.26,7,0.82,667.69,8312.2,4481.79,39069.66,20.43,2235.45,-2429.67,64.26,-24491.13,19.28,-82.23,-167.06,12.74,42.6,3,200.25
156.32,1602.42,306.95,Europe,13.07,-562.92,15.67,42.48,-6.79,17.3,-70.68,17.76,-1517.52,-684.06,-8098.11,High,2911.11,3,0.93,646.51,13443.72,3814.32,20878.83,7.33,2184.99,1602.09,62.68,-17874.9,0.06,-10.53,-205.34,1.34,32.28,2,383.15
54.04,2338.62,165.56,Rest,16.39,-688.32,19.5,55.24,-8.46,27.86,10.44,29.76,-1866.56,-783.4,-7860.96,High,2015.19,6,5.46,548.52,12827.26,3258.75,15812.88,21.57,2296.23,1821.03,66.96,-5167.26,107.67,-18.48,-334.14,9.98,5.52,5,144.72
